Partner,Pair,lrv,metric,alpha,propr
ASV57,POL9,1.28587105,rho,NA,-0.186008184
ASV34,ASV32,15.3156031,rho,NA,-0.185996423
ASV92,ASV15,26.12877309,rho,NA,-0.185969176
ASV94,NEM1,12.15465883,rho,NA,-0.185916632
ASV80,NEC1,17.89790764,rho,NA,-0.185847064
ASV83,ASV70,12.57668303,rho,NA,-0.185831666
ASV157,ASV88,12.0933251,rho,NA,-0.185791563
ASV100,POL3,9.074414764,rho,NA,-0.185720321
ASV87,ASV12,3.051331766,rho,NA,-0.185602801
ASV76,ASV4,14.75363931,rho,NA,-0.185533315
ASV16,BIV1,1.903168099,rho,NA,-0.18552174
ASV28,ASV23,5.460720292,rho,NA,-0.185376535
ASV99,COP4,6.030565608,rho,NA,-0.185275274
ASV51,GAS6,15.15221687,rho,NA,-0.18516496
ASV209,ASV61,12.46539991,rho,NA,-0.185144056
ASV26,ASV8,1.204414256,rho,NA,-0.18495125
ASV95,ASV14,25.52042819,rho,NA,-0.184947278
ASV12,FOR1,2.290964263,rho,NA,-0.184865553
ASV56,GAS3,1.057441294,rho,NA,-0.184813307
ASV134,POL2,14.24253739,rho,NA,-0.184788019
ASV50,GAS1,4.317777666,rho,NA,-0.184748024
ASV115,ASV53,22.09411399,rho,NA,-0.184741078
ASV64,ASV8,6.544468826,rho,NA,-0.184662451
ASV35,ASV32,16.56986228,rho,NA,-0.184650687
ASV52,NEM1,13.55009784,rho,NA,-0.184581831
ASV43,POL1,8.064124962,rho,NA,-0.184566528
ASV84,POL15,6.102251931,rho,NA,-0.184466179
ASV127,ASV58,10.42797255,rho,NA,-0.18426654
ASV157,ASV30,12.34106175,rho,NA,-0.184046348
ASV77,BIV1,6.363831728,rho,NA,-0.183935307
ASV42,COP4,4.168286355,rho,NA,-0.183868287
ASV124,AMP1,13.84357886,rho,NA,-0.183796032
ASV56,ASV15,12.5611738,rho,NA,-0.18361607
ASV72,ASV45,9.41316334,rho,NA,-0.183542731
ASV115,ASV80,27.79955305,rho,NA,-0.183513141
ASV90,POL9,16.11714889,rho,NA,-0.183512206
ASV25,ASV20,12.0041873,rho,NA,-0.183455684
ASV39,ISO1,6.347577715,rho,NA,-0.183056016
ASV46,GAS3,1.326965153,rho,NA,-0.182995817
ASV22,ASV11,19.43165746,rho,NA,-0.182980768
ASV53,ASV22,26.68807271,rho,NA,-0.182971369
ASV56,AMP1,1.994677342,rho,NA,-0.182708203
ASV209,ASV2,12.19766496,rho,NA,-0.182692481
ASV30,COP2,5.353107188,rho,NA,-0.182548482
ASV106,GAS9,12.927613,rho,NA,-0.182322994
ASV51,ASV13,5.607556339,rho,NA,-0.182058617
ASV32,POL2,16.10461364,rho,NA,-0.181977535
ASV94,POL2,12.76097257,rho,NA,-0.181970408
ASV92,ASV44,14.57844802,rho,NA,-0.181725678
ASV60,ASV25,10.63389892,rho,NA,-0.181649415
ASV106,ASV7,16.44440338,rho,NA,-0.181591721
ASV7,POL2,7.226666768,rho,NA,-0.181556674
ASV3,NEC4,2.497448855,rho,NA,-0.181403061
ASV48,ASV11,10.46590868,rho,NA,-0.181357793
ASV110,ASV58,17.42885164,rho,NA,-0.181312882
ASV66,ASV33,24.01724282,rho,NA,-0.181293231
ASV219,GAS9,16.8345201,rho,NA,-0.181292173
ASV124,ASV60,13.23827536,rho,NA,-0.181267473
ASV60,NEC4,2.56924367,rho,NA,-0.181111189
ASV157,ASV127,20.00307982,rho,NA,-0.180945027
ASV81,POL9,11.43683808,rho,NA,-0.180904215
ASV82,POL2,16.84088643,rho,NA,-0.180760435
ASV72,NEM1,9.894763939,rho,NA,-0.180369694
ASV37,GAS7,5.20666777,rho,NA,-0.180194248
ASV106,ASV73,12.99002932,rho,NA,-0.180063503
ASV78,POL9,13.73046204,rho,NA,-0.180046784
ASV46,ASV6,3.892860406,rho,NA,-0.179849079
ASV76,NEM1,13.26920266,rho,NA,-0.179838906
ASV88,ASV86,13.48716847,rho,NA,-0.179802372
ASV89,ASV27,25.80895246,rho,NA,-0.179774163
ASV49,ASV32,15.01540263,rho,NA,-0.179763093
ASV124,COP4,15.74352884,rho,NA,-0.179725276
ASV37,POL15,4.654445478,rho,NA,-0.179623683
ASV222,ASV80,29.08419207,rho,NA,-0.17958094
ASV219,ASV100,21.16675448,rho,NA,-0.179264786
ASV157,ASV61,11.99315288,rho,NA,-0.179255015
ASV21,COP2,5.107691637,rho,NA,-0.179238423
ASV31,COP2,5.286929595,rho,NA,-0.179068886
ASV171,ASV97,11.80040456,rho,NA,-0.179019348
ASV92,ASV2,14.84879913,rho,NA,-0.17883105
ASV95,ASV45,7.626741147,rho,NA,-0.178756718
POL15,GAS8,5.159543224,rho,NA,-0.178700005
ASV74,ASV51,10.90114857,rho,NA,-0.178576025
ASV81,ASV14,28.52376302,rho,NA,-0.178536792
ASV37,NEM1,1.710100164,rho,NA,-0.178475276
ASV44,POL1,1.82253767,rho,NA,-0.178381837
ASV22,NEM1,18.07651828,rho,NA,-0.17836233
ASV184,ASV26,12.0418112,rho,NA,-0.178296044
ASV112,ASV63,14.82819711,rho,NA,-0.177906163
ASV112,ASV81,24.71949681,rho,NA,-0.177889731
ASV94,ASV37,11.94827911,rho,NA,-0.177844992
ASV27,NEM1,10.96071046,rho,NA,-0.177827081
ASV100,ASV11,8.679799051,rho,NA,-0.177757352
ASV81,ASV1,11.40451717,rho,NA,-0.177754772
ASV79,ASV30,12.66693077,rho,NA,-0.177689166
ASV99,NEC1,5.346706416,rho,NA,-0.177674093
ASV98,ASV5,12.19977936,rho,NA,-0.17764323
ASV106,GAS3,11.16843777,rho,NA,-0.177599972
ASV30,POL15,5.148895374,rho,NA,-0.177574493
ASV209,ASV19,12.33417238,rho,NA,-0.177515501
ASV41,ASV5,1.797864873,rho,NA,-0.177482063
ASV99,ASV47,18.49613219,rho,NA,-0.177467164
ASV62,POL6,1.960135507,rho,NA,-0.177405115
NEM1,COP2,4.950786947,rho,NA,-0.177362234
ASV94,ASV45,11.56103951,rho,NA,-0.177321678
ASV100,ASV45,6.892240398,rho,NA,-0.177206769
ASV157,ASV63,11.43221756,rho,NA,-0.177083977
ASV98,GAS8,12.66834477,rho,NA,-0.177068919
ASV157,ASV3,11.68327569,rho,NA,-0.177013308
ASV50,COP2,5.499429828,rho,NA,-0.176973196
POL2,ISO1,3.808047006,rho,NA,-0.17668758
ASV26,NEC1,3.266063863,rho,NA,-0.176573292
ASV32,NEM1,15.38652727,rho,NA,-0.176523837
ASV101,ASV14,30.48852084,rho,NA,-0.176507529
ASV78,ASV11,14.82491836,rho,NA,-0.176449965
ASV74,COP1,8.149795476,rho,NA,-0.176412494
ASV113,ASV22,18.06776185,rho,NA,-0.176371303
ASV79,ASV20,13.48662248,rho,NA,-0.176369605
ASV36,POL1,5.86811808,rho,NA,-0.176050161
ASV27,POL2,11.58661292,rho,NA,-0.175940396
ASV71,GAS8,8.394349362,rho,NA,-0.175812862
ASV201,ISO1,13.38293662,rho,NA,-0.175790032
ASV95,ASV79,18.55056788,rho,NA,-0.175766227
ASV201,POL9,12.19006892,rho,NA,-0.175639865
ASV79,ASV9,12.10808347,rho,NA,-0.175194536
ASV1,POL9,2.108291284,rho,NA,-0.175142804
ASV5,POL9,1.879139041,rho,NA,-0.174936103
ASV83,ASV72,20.79147614,rho,NA,-0.174901636
ASV57,ASV7,5.846658722,rho,NA,-0.174645095
ASV184,POL15,15.23597844,rho,NA,-0.174586959
ASV43,ASV4,8.950273602,rho,NA,-0.174560407
ASV84,ASV35,4.188863366,rho,NA,-0.174508371
ASV127,FOR1,9.987622541,rho,NA,-0.174439571
ASV184,ASV84,13.59681014,rho,NA,-0.174368697
ASV94,POL1,12.48874897,rho,NA,-0.174325501
ASV8,GAS1,3.398851562,rho,NA,-0.174309942
ASV49,ASV48,8.715710257,rho,NA,-0.174133939
ASV45,POL3,2.930105018,rho,NA,-0.174080826
ASV22,ASV4,19.41670748,rho,NA,-0.174032247
ASV171,ASV93,23.84321565,rho,NA,-0.174001898
POL15,COP4,7.130949534,rho,NA,-0.173736452
ASV140,ASV73,9.138959894,rho,NA,-0.17371476
ASV34,AMP1,2.07225295,rho,NA,-0.17359835
ASV65,ASV25,11.36527314,rho,NA,-0.173590135
ASV83,ASV12,13.06861242,rho,NA,-0.173522311
ASV139,ASV90,24.7584533,rho,NA,-0.173490968
ASV51,FOR1,5.688300882,rho,NA,-0.173464238
ASV171,ASV29,12.26538628,rho,NA,-0.173340909
ASV95,ASV62,7.80334846,rho,NA,-0.173274089
ASV112,ASV18,17.99015204,rho,NA,-0.173243852
ASV139,ASV60,10.60888693,rho,NA,-0.173236828
ASV66,ASV27,18.51094983,rho,NA,-0.173192314
ASV57,POL6,1.5505911,rho,NA,-0.173120245
ASV71,ASV35,9.057486873,rho,NA,-0.172986757
ASV139,ASV13,10.74783024,rho,NA,-0.172929324
ASV33,ASV13,16.26124157,rho,NA,-0.172721537
ASV42,ASV27,10.84288032,rho,NA,-0.172717682
ASV89,ASV67,27.83270436,rho,NA,-0.172673098
ASV184,ASV40,12.19787981,rho,NA,-0.17247039
ASV20,ASV9,2.879194204,rho,NA,-0.172406539
ASV59,POL9,2.146721517,rho,NA,-0.172305332
ASV39,ASV8,4.630365153,rho,NA,-0.172287832
ASV106,ASV8,11.27621582,rho,NA,-0.171965757
ASV49,ASV27,10.49415842,rho,NA,-0.17182588
ASV184,ASV28,13.27383587,rho,NA,-0.171671971
ASV184,ASV13,12.28379262,rho,NA,-0.171660561
ASV127,ASV15,20.72585569,rho,NA,-0.171404157
ASV20,COP2,6.132637295,rho,NA,-0.171330237
ASV127,COP3,10.83569962,rho,NA,-0.171280215
ASV53,GAS3,9.786818618,rho,NA,-0.171264478
ASV93,ISO1,14.98418588,rho,NA,-0.171165469
ASV45,NEC4,2.177648126,rho,NA,-0.171163941
ASV222,ASV81,24.13189077,rho,NA,-0.171144398
ASV171,ASV98,22.34662574,rho,NA,-0.170958372
ASV113,POL2,2.48442746,rho,NA,-0.170904633
ASV23,COP4,6.766203486,rho,NA,-0.170771407
ASV8,COP1,2.495847859,rho,NA,-0.170543305
ASV171,NEC4,12.80036199,rho,NA,-0.170389836
ASV90,ASV86,27.24066349,rho,NA,-0.170311663
ASV209,ASV106,21.99588363,rho,NA,-0.170175959
ASV76,ASV40,13.07398726,rho,NA,-0.170095568
ASV60,ASV32,15.16954699,rho,NA,-0.170087367
ASV115,ISO1,14.69744236,rho,NA,-0.169989427
ASV79,ASV48,19.48072029,rho,NA,-0.169910367
ASV31,COP1,3.151355345,rho,NA,-0.169850292
ASV33,NEC1,17.93973259,rho,NA,-0.169793796
ASV42,ASV22,17.87454203,rho,NA,-0.169766032
ASV134,GAS8,13.80205499,rho,NA,-0.169604881
ASV78,NEC1,15.19621378,rho,NA,-0.169600229
ASV14,ASV6,20.99562794,rho,NA,-0.169585557
ASV70,ASV40,1.425587631,rho,NA,-0.169457379
ASV8,COP2,4.586646335,rho,NA,-0.169350069
ASV75,ASV28,3.148326522,rho,NA,-0.169280844
ASV28,POL3,4.416393617,rho,NA,-0.169206339
ASV52,POL9,13.5135887,rho,NA,-0.169149321
ASV35,ASV22,18.9977295,rho,NA,-0.169123672
ASV115,ASV95,19.60824592,rho,NA,-0.169069774
ASV34,GAS7,5.088152656,rho,NA,-0.16903711
ASV40,GAS7,5.19459851,rho,NA,-0.169033411
ASV263,ASV54,10.49767887,rho,NA,-0.168837686
ASV89,ISO1,17.83357243,rho,NA,-0.168697114
ASV134,ASV2,13.24750145,rho,NA,-0.168364162
ASV101,ASV28,14.170368,rho,NA,-0.16830467
ASV115,POL9,13.49145384,rho,NA,-0.168209586
ASV82,GAS6,25.42405524,rho,NA,-0.168175563
ASV58,ASV25,11.1249939,rho,NA,-0.167997028
ASV222,ASV8,14.38232537,rho,NA,-0.167980356
ASV58,ASV44,1.837267309,rho,NA,-0.167902824
ASV93,ASV89,28.30010982,rho,NA,-0.167901163
ASV77,NEC6,5.577401249,rho,NA,-0.167856629
ASV79,ASV21,12.33244173,rho,NA,-0.167806906
ASV89,GAS3,16.00601903,rho,NA,-0.167789814
ASV110,ASV89,31.42427877,rho,NA,-0.16766983
ASV32,GAS8,15.65201653,rho,NA,-0.167661174
ASV105,ASV56,2.835460764,rho,NA,-0.167357031
GAS7,ISO1,6.594352327,rho,NA,-0.167214867
ASV18,ASV3,4.36241262,rho,NA,-0.167146586
ASV92,POL2,15.49814099,rho,NA,-0.167127835
ASV52,ASV40,13.26452694,rho,NA,-0.167083754
COP4,BIV1,4.887073502,rho,NA,-0.167012053
ASV113,ASV71,7.970516313,rho,NA,-0.166802278
ASV171,ASV20,13.10825343,rho,NA,-0.166755554
ASV139,ASV57,9.99116732,rho,NA,-0.166612743
ASV110,ASV12,17.03887476,rho,NA,-0.166391465
ASV209,ASV98,22.54386136,rho,NA,-0.166332662
ASV78,GAS8,13.81087836,rho,NA,-0.166223572
ASV42,ASV18,4.492849251,rho,NA,-0.166201542
ASV25,ASV19,10.65698176,rho,NA,-0.166164058
ASV171,ASV9,11.74669026,rho,NA,-0.166130301
ASV209,ASV60,12.05213766,rho,NA,-0.166097046
ASV137,ASV127,20.47925974,rho,NA,-0.165994778
ASV90,ASV56,15.45085503,rho,NA,-0.16567484
ASV106,ASV105,12.84619671,rho,NA,-0.165660611
ASV184,POL9,12.35084441,rho,NA,-0.16555664
ASV72,ASV64,14.72379614,rho,NA,-0.165447632
ASV222,ASV171,24.7580688,rho,NA,-0.165387531
ASV56,NEC1,3.250767944,rho,NA,-0.165341525
ASV67,NEM1,13.00987597,rho,NA,-0.165330971
ASV34,ASV33,15.95553324,rho,NA,-0.165091762
ASV137,ASV87,13.37013125,rho,NA,-0.164889525
ASV46,GAS9,2.995553211,rho,NA,-0.164809745
ASV36,NEC6,5.371332717,rho,NA,-0.164775111
ASV219,NEC4,16.25252773,rho,NA,-0.164741966
ASV127,ASV59,9.956556928,rho,NA,-0.164697655
ASV140,ASV72,15.72907225,rho,NA,-0.164311018
ASV157,ASV31,12.0847493,rho,NA,-0.164232003
ASV78,ASV4,14.79874054,rho,NA,-0.163984185
ASV97,COP1,2.582941211,rho,NA,-0.163847575
ASV90,ASV12,16.01915104,rho,NA,-0.163772107
ASV124,ASV5,13.08398796,rho,NA,-0.16365852
ASV63,GAS3,0.869486658,rho,NA,-0.163579535
ASV127,GAS7,13.2103447,rho,NA,-0.163510306
ASV90,ASV58,16.184379,rho,NA,-0.16346874
ASV139,ASV15,21.47270313,rho,NA,-0.16346625
ASV171,ASV54,11.63826763,rho,NA,-0.163344678
ASV139,ASV42,10.58117806,rho,NA,-0.16328112
ASV219,ASV72,23.31594634,rho,NA,-0.163020678
ASV81,ASV59,11.30492311,rho,NA,-0.163010799
ASV79,ASV75,12.46331517,rho,NA,-0.162817386
ASV86,ASV9,13.027187,rho,NA,-0.16280169
ASV72,NEC1,11.46442741,rho,NA,-0.162760797
ASV46,ASV43,7.450479298,rho,NA,-0.162728481
ASV86,ASV60,13.04323324,rho,NA,-0.162425289
ASV95,ASV6,10.0627881,rho,NA,-0.162367017
ASV201,ASV58,12.39027232,rho,NA,-0.1621763
ASV112,ASV8,14.75158739,rho,NA,-0.16202672
ASV45,POL2,1.944997986,rho,NA,-0.161960656
ASV167,ASV57,12.99982287,rho,NA,-0.161764921
ASV68,ASV63,14.35943849,rho,NA,-0.161742474
ASV35,POL16,3.451412575,rho,NA,-0.161669177
ASV86,ASV26,12.86759644,rho,NA,-0.161636329
ASV29,ASV28,3.086511463,rho,NA,-0.161417883
ASV58,ASV13,2.294349594,rho,NA,-0.161359512
ASV51,GAS9,6.69647935,rho,NA,-0.161288554
ASV171,ASV62,11.56075832,rho,NA,-0.161240383
POL6,NEC4,3.072662444,rho,NA,-0.161202694
ASV34,ASV22,17.61562645,rho,NA,-0.160746525
ASV43,ASV11,8.713344353,rho,NA,-0.160597121
ASV127,ASV87,10.61181849,rho,NA,-0.160485498
ASV28,ASV27,11.78802411,rho,NA,-0.160457355
ASV222,ASV28,15.6062963,rho,NA,-0.160436331
ASV209,ASV57,11.43870743,rho,NA,-0.160430695
ASV40,ASV22,17.71605322,rho,NA,-0.160400652
ASV112,ASV33,29.33088632,rho,NA,-0.160235359
ASV157,ASV98,22.02067644,rho,NA,-0.160148803
ASV28,FOR1,2.92248973,rho,NA,-0.160092469
GAS3,GAS1,3.197985877,rho,NA,-0.160043342
ASV75,ASV3,1.932036398,rho,NA,-0.160024159
ASV209,ASV39,15.22501302,rho,NA,-0.159974355
ASV88,ASV77,5.642317935,rho,NA,-0.159582469
ASV89,ASV39,19.48315797,rho,NA,-0.159521817
ASV140,ASV82,21.84515492,rho,NA,-0.159378145
ASV95,ASV43,13.6387465,rho,NA,-0.159220039
ASV68,ASV35,15.83173409,rho,NA,-0.159144077
ASV89,POL16,16.95946553,rho,NA,-0.159049871
ASV84,ASV36,6.612249537,rho,NA,-0.158978459
ASV80,GAS1,17.6566293,rho,NA,-0.158809143
ASV82,ASV63,15.44042587,rho,NA,-0.158593836
ASV115,ASV58,13.71766163,rho,NA,-0.158467197
ASV113,ASV81,11.10192578,rho,NA,-0.158432832
ASV263,ASV57,9.949836918,rho,NA,-0.158351466
ASV78,ASV34,13.14824704,rho,NA,-0.158282102
ASV85,ASV12,3.217745872,rho,NA,-0.158124357
ASV222,ASV63,14.1374955,rho,NA,-0.158076163
ASV16,ASV8,0.829031709,rho,NA,-0.158019839
ASV124,ASV20,14.30210695,rho,NA,-0.157973911
ASV1,NEC4,2.787160822,rho,NA,-0.157942989
ASV2,COP1,2.6385883,rho,NA,-0.157617015
ASV82,ASV58,16.35388279,rho,NA,-0.157575125
ASV167,ASV39,16.73500143,rho,NA,-0.157512738
ASV86,ASV13,13.12795193,rho,NA,-0.157510962
ASV184,ASV49,11.72103446,rho,NA,-0.15748725
ASV171,ASV73,13.08729298,rho,NA,-0.157364239
ASV81,GAS9,12.26213889,rho,NA,-0.157360906
ASV20,GAS3,2.507051189,rho,NA,-0.157147229
ASV12,POL3,3.692896691,rho,NA,-0.157069933
ASV95,ASV75,8.310881525,rho,NA,-0.156896454
ASV112,ASV40,14.92561376,rho,NA,-0.15665568
ASV45,NEM1,1.303134879,rho,NA,-0.156588416
ASV81,AMP1,11.49496625,rho,NA,-0.156558575
ASV72,GAS6,19.00283421,rho,NA,-0.156515746
ASV71,ASV45,7.381693273,rho,NA,-0.156430891
ASV100,ASV83,18.03593628,rho,NA,-0.15631899
ASV59,ASV35,3.029508615,rho,NA,-0.156032659
ASV99,ASV20,4.731662112,rho,NA,-0.155812438
ASV25,COP1,11.524392,rho,NA,-0.155743386
ASV56,ASV39,4.609706449,rho,NA,-0.155604931
ASV25,POL1,10.97550191,rho,NA,-0.155515655
ASV28,POL9,2.921217955,rho,NA,-0.155514811
ASV95,ASV2,7.815721883,rho,NA,-0.155476674
ASV222,ASV41,14.60818942,rho,NA,-0.155371709
ASV19,POL3,3.409002361,rho,NA,-0.155264828
ASV81,ASV73,12.32500845,rho,NA,-0.155244807
ASV56,ASV53,9.856938015,rho,NA,-0.155226134
ASV127,ASV26,9.398360441,rho,NA,-0.155128713
ASV101,FOR1,13.15309132,rho,NA,-0.155028992
ASV184,ASV93,23.77043543,rho,NA,-0.154916318
ASV171,COP3,12.77548153,rho,NA,-0.154894348
ASV113,ASV78,13.31982695,rho,NA,-0.154803276
ASV92,GAS8,15.07872061,rho,NA,-0.154721689
ASV73,ASV47,17.67299512,rho,NA,-0.15471832
ASV45,ASV27,10.24956855,rho,NA,-0.154687663
ASV22,GAS8,18.08646856,rho,NA,-0.154430516
ASV85,POL2,3.530684182,rho,NA,-0.154175781
ASV28,ASV2,2.622760415,rho,NA,-0.153964165
ASV110,POL6,16.96068358,rho,NA,-0.153868336
ASV106,ASV18,14.14480234,rho,NA,-0.15367897
ASV64,GAS3,6.214279123,rho,NA,-0.153617926
ASV73,ASV53,11.39566091,rho,NA,-0.153452374
ASV59,ASV12,2.280683661,rho,NA,-0.153035908
ASV33,POL1,16.42402689,rho,NA,-0.153002429
ASV58,POL9,2.407245094,rho,NA,-0.152892837
ASV81,ASV47,25.60581418,rho,NA,-0.152880312
ASV171,ASV60,11.63259151,rho,NA,-0.15280842
ASV127,ASV82,23.69205894,rho,NA,-0.152744373
ASV134,ASV15,23.94536055,rho,NA,-0.152666961
ASV41,GAS8,2.224542634,rho,NA,-0.152609709
ASV134,ASV127,21.10451186,rho,NA,-0.152548758
ASV184,ASV16,11.43172437,rho,NA,-0.152488961
ASV110,ASV56,16.24761975,rho,NA,-0.15246042
ASV70,ASV15,12.20594664,rho,NA,-0.152363526
ASV167,POL2,14.20515501,rho,NA,-0.152215173
ASV13,COP2,4.853453897,rho,NA,-0.152206813
ASV100,POL1,7.684901623,rho,NA,-0.152195721
ASV219,ASV33,29.40504792,rho,NA,-0.152059575
ASV78,ASV53,21.58302557,rho,NA,-0.151980018
ASV13,ASV3,1.599628657,rho,NA,-0.15195914
ASV101,ASV45,12.49441147,rho,NA,-0.151834509
ASV171,ASV51,15.41533175,rho,NA,-0.151719725
ASV82,AMP1,16.22673598,rho,NA,-0.1516944
ASV67,ASV45,12.36237684,rho,NA,-0.151625939
ASV184,ASV62,11.77788322,rho,NA,-0.151518705
ASV64,ASV51,10.34910876,rho,NA,-0.151514204
ASV167,GAS8,13.94196617,rho,NA,-0.151466831
NEC1,COP4,5.823529202,rho,NA,-0.151411741
ASV171,ASV44,11.29406513,rho,NA,-0.151392932
ASV209,ASV12,12.33587554,rho,NA,-0.151218359
NEC6,GAS6,11.06536096,rho,NA,-0.151216353
ASV15,POL9,12.63389862,rho,NA,-0.151073874
ASV35,ASV20,4.023854276,rho,NA,-0.151020047
ASV93,NEC4,14.26571044,rho,NA,-0.151020031
ASV76,NEC1,14.64436138,rho,NA,-0.150968068
ASV49,ASV22,17.25216229,rho,NA,-0.150919871
ASV124,GAS8,13.40370529,rho,NA,-0.150831882
ASV222,ASV98,24.71163202,rho,NA,-0.150645108
ASV139,ASV8,10.20922249,rho,NA,-0.150553275
ASV8,NEC6,1.473734965,rho,NA,-0.150498287
ASV80,GAS9,16.84982293,rho,NA,-0.150480753
ASV77,COP3,6.471954579,rho,NA,-0.15032691
ASV201,ASV3,11.5886246,rho,NA,-0.150314361
ASV85,BIV1,3.587478679,rho,NA,-0.150308467
ASV137,POL16,12.92041461,rho,NA,-0.150281325
ASV137,NEM1,12.33767584,rho,NA,-0.15019638
NEC6,COP3,2.784951248,rho,NA,-0.150128135
ASV62,ASV17,3.276322924,rho,NA,-0.149914638
ASV79,COP3,12.98427855,rho,NA,-0.149879701
ASV93,ASV8,13.08380811,rho,NA,-0.149851108
ASV68,ASV12,14.96580598,rho,NA,-0.14984507
ASV134,ASV57,12.51205082,rho,NA,-0.149758737
ASV72,ASV57,8.956146672,rho,NA,-0.149533795
ASV263,ASV88,10.66616452,rho,NA,-0.149517386
ASV61,NEC1,3.565300825,rho,NA,-0.149324009
ASV42,ASV3,1.518499813,rho,NA,-0.14919911
ASV137,COP1,13.31375949,rho,NA,-0.149194825
ASV100,ASV4,8.59813039,rho,NA,-0.149139411
ASV79,ASV45,11.49607225,rho,NA,-0.149079897
ASV184,GAS7,15.43987606,rho,NA,-0.149026831
ASV171,ASV1,11.86040596,rho,NA,-0.149000168
ASV201,ASV66,19.20175926,rho,NA,-0.148326269
ASV25,NEM1,10.46430955,rho,NA,-0.148321633
ASV37,GAS1,3.527449118,rho,NA,-0.148276752
ASV48,ASV2,8.770259926,rho,NA,-0.148224975
ASV7,POL9,6.531740852,rho,NA,-0.148175646
ASV127,COP4,11.96122703,rho,NA,-0.148128683
ASV101,POL2,13.57493756,rho,NA,-0.148085561
ASV27,NEC1,12.37802573,rho,NA,-0.147945071
ASV83,ASV36,15.97565449,rho,NA,-0.147873243
POL15,POL2,5.27759584,rho,NA,-0.147834275
ASV78,ASV40,13.13416297,rho,NA,-0.147832801
ASV77,ASV55,5.119884752,rho,NA,-0.147754172
ASV54,POL9,1.693840724,rho,NA,-0.147708767
ASV100,NEC6,7.220526697,rho,NA,-0.147648993
ASV127,ASV16,8.992547719,rho,NA,-0.147640816
ASV41,ASV27,10.73269276,rho,NA,-0.147494541
ASV59,ASV55,1.610703817,rho,NA,-0.147295368
ASV137,ASV28,13.28376229,rho,NA,-0.14724934
ASV5,POL1,2.139870902,rho,NA,-0.147228761
ASV60,ASV52,12.99216678,rho,NA,-0.14718904
ASV87,COP4,4.968352287,rho,NA,-0.14693566
ASV27,AMP1,11.1010434,rho,NA,-0.146830307
ASV67,ASV37,12.68226836,rho,NA,-0.146769893
ASV18,COP4,6.807672551,rho,NA,-0.146609015
ASV79,ASV29,12.24938104,rho,NA,-0.146601157
ASV157,ASV57,10.90186261,rho,NA,-0.146435148
ASV71,GAS3,7.327929091,rho,NA,-0.146349088
ASV71,POL1,8.248984626,rho,NA,-0.145976227
ASV124,ASV80,26.79226163,rho,NA,-0.145934078
ASV93,GAS1,15.21964147,rho,NA,-0.145873721
ASV171,ASV108,12.33298305,rho,NA,-0.145872771
ASV53,ASV43,15.63062449,rho,NA,-0.145786669
ASV222,ASV140,20.30529517,rho,NA,-0.145702629
NEC1,GAS6,12.69386146,rho,NA,-0.145517992
ASV106,ASV22,27.13266786,rho,NA,-0.145394204
ASV80,POL15,18.44919306,rho,NA,-0.145156688
ASV67,ASV60,12.65443705,rho,NA,-0.1451353
ASV171,ASV45,11.19044,rho,NA,-0.144829478
ASV222,ASV12,14.72559911,rho,NA,-0.144804572
ASV79,ASV44,11.49121744,rho,NA,-0.144672585
ASV44,COP4,3.646594322,rho,NA,-0.144666567
ASV72,AMP1,10.02320117,rho,NA,-0.144638268
ASV219,ASV46,15.11640074,rho,NA,-0.144589511
ASV184,ASV108,12.6307595,rho,NA,-0.144550342
ASV72,ASV4,10.96535747,rho,NA,-0.144505142
POL9,GAS3,1.436989821,rho,NA,-0.144368985
ASV88,ASV60,1.762293204,rho,NA,-0.144266967
ASV68,ASV53,22.84576927,rho,NA,-0.144074382
ASV95,ASV74,13.05509059,rho,NA,-0.143938304
ASV171,ASV55,11.32024873,rho,NA,-0.143848518
ASV105,ASV53,11.31442476,rho,NA,-0.143768499
ASV23,COP1,5.275630524,rho,NA,-0.143584687
ASV127,ASV54,9.369629001,rho,NA,-0.143576504
ASV55,ASV14,18.16307312,rho,NA,-0.143323105
ASV51,NEC6,5.423680291,rho,NA,-0.143268467
ASV9,POL6,2.037566257,rho,NA,-0.143101137
ASV89,ASV59,16.32546761,rho,NA,-0.143100621
ASV82,ASV56,15.39926389,rho,NA,-0.143047541
ASV95,GAS6,17.08374411,rho,NA,-0.142886985
ASV4,NEC4,3.984944202,rho,NA,-0.142838975
ASV140,ASV12,7.941018552,rho,NA,-0.14272206
ASV76,POL9,12.98803762,rho,NA,-0.142671039
ASV100,NEM1,7.180684605,rho,NA,-0.142669821
ASV106,ASV76,22.38996847,rho,NA,-0.142651603
ASV140,ASV139,16.31927544,rho,NA,-0.142607931
ASV92,ASV57,13.87109158,rho,NA,-0.14259123
ASV11,GAS9,4.194958341,rho,NA,-0.142544062
ASV74,GAS3,6.453586325,rho,NA,-0.14246909
ASV88,ASV51,5.522579407,rho,NA,-0.142427826
ASV263,ASV39,13.54325006,rho,NA,-0.142152054
ASV127,ASV88,9.695721598,rho,NA,-0.141910361
ASV44,POL3,2.888630402,rho,NA,-0.141779146
ASV93,ASV20,14.48909348,rho,NA,-0.141599278
ASV70,POL16,2.052539594,rho,NA,-0.141557641
ASV82,ASV5,15.56935866,rho,NA,-0.141527456
ASV201,ASV12,12.0036233,rho,NA,-0.141499201
ASV81,ASV66,18.30639673,rho,NA,-0.141477817
