Partner,Pair,lrv,metric,alpha,propr
ASV59,ASV6,3.684423286,rho,NA,-0.062086719
ASV263,ASV16,9.159125487,rho,NA,-0.062086378
ASV184,GAS8,11.47200732,rho,NA,-0.061889575
ASV115,ASV63,11.72310604,rho,NA,-0.06183933
ASV124,ASV74,16.81153267,rho,NA,-0.061789824
ASV27,BIV1,10.52509839,rho,NA,-0.06177712
ASV105,POL15,5.485683064,rho,NA,-0.06167739
ASV58,ASV47,15.51381346,rho,NA,-0.06160929
ASV73,POL2,3.404451913,rho,NA,-0.061578881
ASV184,FOR1,11.23830371,rho,NA,-0.061454947
ASV68,ASV55,13.20473485,rho,NA,-0.061351846
NEM1,GAS8,1.997941359,rho,NA,-0.061196304
ASV115,ASV16,11.53646609,rho,NA,-0.061168775
ASV106,NEC1,12.07651218,rho,NA,-0.061101207
ASV50,NEM1,2.147210084,rho,NA,-0.06106781
ASV101,ASV66,18.82915075,rho,NA,-0.060845642
ASV60,ASV46,1.515174974,rho,NA,-0.060786927
ASV70,ASV53,9.029218915,rho,NA,-0.060759576
ASV32,ASV16,13.280616,rho,NA,-0.060721641
ASV83,ASV63,11.11731788,rho,NA,-0.060712567
ASV65,ASV63,1.844383,rho,NA,-0.0606633
ASV95,ASV11,8.469079978,rho,NA,-0.060599108
ASV127,GAS8,9.246499884,rho,NA,-0.060389404
ASV124,ASV55,11.67749972,rho,NA,-0.060355276
ASV46,ASV40,1.557280636,rho,NA,-0.060339306
ASV17,ASV2,3.140011788,rho,NA,-0.05997746
ASV9,POL9,1.637404717,rho,NA,-0.05986088
ASV113,ASV14,17.18243634,rho,NA,-0.059842567
ASV26,POL9,1.503599654,rho,NA,-0.059784168
ASV75,NEC1,3.514720137,rho,NA,-0.059539133
ASV39,COP4,6.629233762,rho,NA,-0.059459079
ASV67,NEC1,13.39209556,rho,NA,-0.059417575
ASV108,ASV79,11.64399628,rho,NA,-0.059240019
ASV139,ASV16,9.106776483,rho,NA,-0.059135474
ASV222,ASV113,13.3605046,rho,NA,-0.05910049
ASV25,COP4,11.7952836,rho,NA,-0.059065932
ASV127,GAS9,9.979518484,rho,NA,-0.059043953
ASV44,GAS3,0.784558901,rho,NA,-0.059020503
ASV12,ASV9,1.791410673,rho,NA,-0.058935423
ASV58,POL2,2.662778375,rho,NA,-0.058577756
ASV28,GAS7,5.681099964,rho,NA,-0.058150419
ASV95,ASV5,7.219666859,rho,NA,-0.058129883
ASV113,COP4,3.808489399,rho,NA,-0.05810314
ASV100,POL9,6.775536623,rho,NA,-0.058034433
ASV31,POL15,4.580787654,rho,NA,-0.057994276
ASV209,ASV34,10.88033134,rho,NA,-0.057914912
ASV86,ASV41,12.03975914,rho,NA,-0.057837199
ASV87,COP2,5.242151513,rho,NA,-0.057739293
ASV98,ASV86,21.37834911,rho,NA,-0.057595884
ASV81,ASV45,9.661583589,rho,NA,-0.057567679
ASV55,POL6,1.698321245,rho,NA,-0.05755109
ASV100,ASV16,6.055483893,rho,NA,-0.057443469
ASV79,ASV34,10.85724191,rho,NA,-0.057208927
ASV47,ASV42,14.94992818,rho,NA,-0.057174045
POL2,COP1,3.131079425,rho,NA,-0.057085333
ASV20,NEC4,3.508485773,rho,NA,-0.056960018
ASV65,ASV20,3.337812092,rho,NA,-0.056863797
ASV184,ASV1,11.19428154,rho,NA,-0.056565112
ASV52,ASV16,11.49592169,rho,NA,-0.056501569
ASV95,ASV26,7.016549261,rho,NA,-0.05631645
ASV92,NEC4,14.21986239,rho,NA,-0.05611075
ASV98,ASV8,10.72206511,rho,NA,-0.05600783
ASV72,ASV49,8.481942023,rho,NA,-0.055981425
ASV53,ASV45,8.813252226,rho,NA,-0.055917609
ASV67,ASV62,11.52497154,rho,NA,-0.055837809
ASV157,ASV12,10.94619635,rho,NA,-0.055812265
ASV32,NEC1,15.3649595,rho,NA,-0.055659039
ASV110,ASV63,14.72805132,rho,NA,-0.05555051
ASV77,ASV20,6.121010792,rho,NA,-0.055539197
ASV2,COP2,4.294472872,rho,NA,-0.055281712
ASV95,GAS1,8.990967747,rho,NA,-0.055230436
ASV97,ASV95,7.073794338,rho,NA,-0.055152071
ASV110,POL2,15.70762025,rho,NA,-0.054993118
ASV80,COP4,16.49571526,rho,NA,-0.05466081
ASV75,ASV63,1.530975658,rho,NA,-0.054659866
ASV67,ASV16,11.18526228,rho,NA,-0.054566074
ASV57,ASV33,13.99058641,rho,NA,-0.054519763
ASV72,COP1,9.745155762,rho,NA,-0.054501813
ASV76,GAS3,11.41630446,rho,NA,-0.054480599
ASV14,NEC4,17.84694116,rho,NA,-0.054383976
ASV61,ASV28,2.611915799,rho,NA,-0.054296551
ASV79,ASV16,10.41144517,rho,NA,-0.054176196
ASV106,NEC4,11.21138784,rho,NA,-0.054008917
ASV137,ASV85,12.31317636,rho,NA,-0.053997975
ASV72,POL2,9.411409727,rho,NA,-0.05391467
ASV134,GAS7,15.21270226,rho,NA,-0.053907285
ASV51,ASV34,4.818735948,rho,NA,-0.05389633
ASV112,ASV27,21.83722311,rho,NA,-0.05356012
ASV80,NEM1,14.33507502,rho,NA,-0.05280821
ASV86,ASV44,11.51668093,rho,NA,-0.052799943
ASV171,POL16,11.27436055,rho,NA,-0.052697932
ASV45,GAS9,2.270037984,rho,NA,-0.052616701
ASV50,ASV14,17.53538804,rho,NA,-0.052464041
ASV27,ASV16,9.206253007,rho,NA,-0.052350419
ASV73,ASV4,4.059692055,rho,NA,-0.052309396
ASV222,ASV11,14.39509263,rho,NA,-0.052113356
ASV127,ASV57,8.20771476,rho,NA,-0.052052134
ASV139,ASV115,20.01820413,rho,NA,-0.051990519
ASV157,GAS7,13.7391555,rho,NA,-0.051873477
ASV101,ASV63,11.45229101,rho,NA,-0.051817412
ASV209,ASV16,10.40194567,rho,NA,-0.051620156
ASV78,ASV16,11.52340729,rho,NA,-0.051581835
ASV58,ASV33,15.0066042,rho,NA,-0.051540818
ASV137,ASV43,16.39364626,rho,NA,-0.05138107
ASV25,GAS3,9.138709896,rho,NA,-0.051326875
ASV46,COP4,3.749169239,rho,NA,-0.051191333
ASV94,ASV66,17.5745965,rho,NA,-0.051013666
ASV24,POL16,2.508343564,rho,NA,-0.050931495
ASV22,ASV16,15.53495216,rho,NA,-0.050881893
ASV79,ASV25,18.90420984,rho,NA,-0.050783646
ASV100,ASV41,6.650708303,rho,NA,-0.050431063
ASV30,GAS9,3.054260072,rho,NA,-0.050394053
ASV14,ASV5,16.9269805,rho,NA,-0.050241169
ASV86,ASV45,11.45259332,rho,NA,-0.050232418
NEC6,GAS9,2.723497987,rho,NA,-0.05016222
ASV5,ASV3,1.370220732,rho,NA,-0.050150564
ASV48,NEC1,9.713429528,rho,NA,-0.050046583
ASV55,GAS7,4.419760864,rho,NA,-0.050032844
ASV171,GAS7,13.82220372,rho,NA,-0.049940807
ASV47,ASV9,14.7727602,rho,NA,-0.049917057
ASV47,BIV1,15.54405021,rho,NA,-0.049693256
ASV28,COP4,4.653245919,rho,NA,-0.049672384
ASV46,AMP1,2.010763504,rho,NA,-0.049603329
ASV93,POL9,12.36371223,rho,NA,-0.049457435
ASV8,POL2,1.910703926,rho,NA,-0.049440069
ASV57,ASV36,4.210600377,rho,NA,-0.049404959
ASV25,ASV16,8.977127459,rho,NA,-0.04933025
ASV137,ASV54,11.0448647,rho,NA,-0.049236618
ASV137,ASV74,15.98763181,rho,NA,-0.04909544
ASV184,ASV57,10.36959712,rho,NA,-0.049012448
ASV52,NEC6,12.00581871,rho,NA,-0.048893942
ASV89,POL3,16.25115316,rho,NA,-0.048775897
ASV105,ASV63,2.394771507,rho,NA,-0.048630637
ASV45,ASV28,2.075047319,rho,NA,-0.048577524
ASV94,ASV55,10.424208,rho,NA,-0.048539374
ASV34,ASV14,16.80624622,rho,NA,-0.04845874
ASV76,ASV16,11.20479138,rho,NA,-0.04825192
ASV100,ASV49,6.217940886,rho,NA,-0.047912423
ASV13,NEC1,3.185446105,rho,NA,-0.047734571
ASV47,ASV30,15.21558155,rho,NA,-0.047680575
ASV127,ASV27,16.91239952,rho,NA,-0.047657714
ASV25,POL15,12.16016756,rho,NA,-0.047631895
ASV98,ASV3,10.74933744,rho,NA,-0.047573204
ASV106,ASV15,20.11717659,rho,NA,-0.04754525
ASV157,ASV15,20.32323364,rho,NA,-0.047540382
ASV88,GAS3,1.292070312,rho,NA,-0.047520686
ASV157,ASV58,11.0111734,rho,NA,-0.047370307
ASV140,ASV68,18.72086728,rho,NA,-0.047290567
ASV124,ASV11,12.9908577,rho,NA,-0.047144917
ASV93,ASV35,13.15966097,rho,NA,-0.046871603
ASV219,GAS1,15.53673353,rho,NA,-0.046814695
ASV47,ASV27,22.97445398,rho,NA,-0.046618846
ASV167,ASV59,12.49164697,rho,NA,-0.046489536
ASV72,ASV60,8.653301344,rho,NA,-0.046441123
ASV70,NEC4,2.118803133,rho,NA,-0.046381728
ASV94,GAS3,10.28466487,rho,NA,-0.046357373
ASV112,ASV25,21.48505585,rho,NA,-0.046321074
ASV59,AMP1,2.18185201,rho,NA,-0.046290113
ASV115,POL1,12.36142517,rho,NA,-0.046272529
ASV66,AMP1,8.788591362,rho,NA,-0.045964373
GAS3,COP3,2.085262739,rho,NA,-0.045860832
ASV112,ASV5,13.49147471,rho,NA,-0.045786136
ASV134,FOR1,12.11496637,rho,NA,-0.04575818
ASV184,ASV44,10.54217409,rho,NA,-0.045679473
POL3,GAS1,4.753527889,rho,NA,-0.045677143
ASV127,ASV12,9.05504968,rho,NA,-0.045638917
ASV39,ASV12,4.703766184,rho,NA,-0.045515494
ASV201,ASV184,20.03926386,rho,NA,-0.045356825
ASV55,ASV39,4.10278028,rho,NA,-0.045314402
NEC4,BIV1,3.026677211,rho,NA,-0.045260003
ASV86,ASV20,12.92411787,rho,NA,-0.045231138
ASV219,ASV56,13.55977281,rho,NA,-0.044857516
ASV78,ASV37,11.92227388,rho,NA,-0.044825462
ASV73,ASV35,3.728928596,rho,NA,-0.044823379
ASV97,COP4,3.536695762,rho,NA,-0.044708601
ASV92,FOR1,13.41652996,rho,NA,-0.04469226
ASV47,NEM1,14.83561599,rho,NA,-0.044663237
ASV184,ASV115,21.25860407,rho,NA,-0.044662551
ASV222,ASV4,14.40895562,rho,NA,-0.044540517
ASV57,ASV25,8.900279914,rho,NA,-0.044505755
ASV29,COP4,4.000188711,rho,NA,-0.044417173
ASV36,NEC4,5.573344998,rho,NA,-0.044341709
ASV26,ASV12,1.634489115,rho,NA,-0.044025732
ASV68,COP3,14.20386259,rho,NA,-0.043877248
ASV201,POL1,11.10126207,rho,NA,-0.043864005
ASV127,ASV124,18.95338061,rho,NA,-0.043830702
ASV51,ASV40,4.867711939,rho,NA,-0.043817658
ASV22,GAS3,15.57298023,rho,NA,-0.043749836
ASV56,ASV45,0.921843262,rho,NA,-0.043684683
ASV61,ASV36,4.876604049,rho,NA,-0.043543326
ASV8,FOR1,1.444544749,rho,NA,-0.043456928
ASV77,ASV34,4.803246512,rho,NA,-0.043265239
ASV90,ASV66,20.833468,rho,NA,-0.043201384
ASV110,GAS8,15.29999366,rho,NA,-0.043066596
ASV95,ASV4,8.443847621,rho,NA,-0.042752754
ASV46,ASV16,1.026299713,rho,NA,-0.042719921
ASV61,COP1,2.589982158,rho,NA,-0.042706905
ASV55,NEC6,1.309604133,rho,NA,-0.042657829
ASV22,NEC6,15.99757493,rho,NA,-0.042334946
ASV25,POL9,9.623010824,rho,NA,-0.04230186
ASV137,ASV50,11.66640448,rho,NA,-0.042190475
ASV55,ASV7,5.483436959,rho,NA,-0.042178028
NEC6,GAS8,1.969749396,rho,NA,-0.042097543
ASV52,ASV41,11.96642493,rho,NA,-0.041827194
ASV263,POL6,9.937588862,rho,NA,-0.04182508
ASV110,ASV4,16.18798706,rho,NA,-0.041714453
ASV11,NEM1,2.75184896,rho,NA,-0.041682991
ASV209,GAS7,13.96611271,rho,NA,-0.04150564
ASV16,POL2,1.609780797,rho,NA,-0.041467925
ASV33,ASV16,13.85211319,rho,NA,-0.041409198
ASV72,ASV35,9.675953345,rho,NA,-0.041327591
ASV48,ASV12,8.371198703,rho,NA,-0.041177431
ASV89,ASV5,14.62795944,rho,NA,-0.041143374
ASV127,ASV45,8.291093397,rho,NA,-0.041085874
ASV7,NEC6,5.804842463,rho,NA,-0.040949148
ASV24,POL9,2.082521877,rho,NA,-0.040881356
ASV201,ASV11,11.79792613,rho,NA,-0.040862617
ASV80,ASV71,19.64131439,rho,NA,-0.040737326
ASV58,GAS7,5.128865277,rho,NA,-0.040583814
ASV124,ASV37,11.66966909,rho,NA,-0.040507969
ASV68,ASV17,14.86750492,rho,NA,-0.040364164
ASV83,ASV56,11.05378608,rho,NA,-0.040235462
ASV209,ASV36,14.0389457,rho,NA,-0.040162331
ASV105,POL6,3.149982759,rho,NA,-0.039690164
ASV42,COP2,4.308904418,rho,NA,-0.039530029
ASV167,ASV124,22.39679304,rho,NA,-0.039505673
ASV70,ASV49,0.978769413,rho,NA,-0.039342499
ASV81,ASV41,9.990014075,rho,NA,-0.039291355
ASV85,ASV36,5.778127869,rho,NA,-0.039269935
ASV50,GAS9,3.173152309,rho,NA,-0.039187983
ASV47,ASV44,14.34679223,rho,NA,-0.039153561
ASV106,GAS1,11.97549178,rho,NA,-0.03908317
ASV101,BIV1,12.34693954,rho,NA,-0.03898677
ASV25,GAS8,9.806886507,rho,NA,-0.038938776
ASV201,ASV140,15.9743312,rho,NA,-0.038934202
ASV76,COP1,12.57598683,rho,NA,-0.038879791
ASV33,COP1,15.28917302,rho,NA,-0.038834261
ASV33,NEM1,14.39316894,rho,NA,-0.038549602
ASV1,POL2,2.307119768,rho,NA,-0.038542203
ASV83,ASV16,10.70885748,rho,NA,-0.038476454
ASV47,ASV45,14.30012884,rho,NA,-0.038351788
ASV171,ASV36,13.75972775,rho,NA,-0.0383067
ASV112,ASV89,26.51900407,rho,NA,-0.038023107
ASV17,COP4,5.317151883,rho,NA,-0.037987709
ASV39,ASV17,5.993141656,rho,NA,-0.037922916
ASV108,ASV8,1.901712684,rho,NA,-0.03787845
ASV44,ASV3,1.023448805,rho,NA,-0.037793933
ASV35,ASV2,2.417801911,rho,NA,-0.037777237
ASV101,GAS3,11.26652999,rho,NA,-0.03775484
ASV98,ASV17,12.42925349,rho,NA,-0.037698619
ASV15,ASV8,10.97135421,rho,NA,-0.037637727
ASV83,ASV80,23.79233299,rho,NA,-0.037624192
ASV106,ASV68,21.89057662,rho,NA,-0.037611898
ASV137,ASV29,11.38812801,rho,NA,-0.037565626
ASV66,GAS8,8.668651247,rho,NA,-0.037524958
ASV54,ASV20,2.4762596,rho,NA,-0.03751588
ASV63,ASV25,9.050706855,rho,NA,-0.037448349
ASV95,ASV61,7.229480359,rho,NA,-0.037430287
ASV47,ASV5,14.65110889,rho,NA,-0.037258622
ASV75,POL9,2.032626208,rho,NA,-0.037010195
ASV21,ASV20,2.813288989,rho,NA,-0.036929544
ASV39,POL6,4.759183619,rho,NA,-0.03691042
ASV62,ASV27,9.390894453,rho,NA,-0.036837793
ASV98,ASV60,10.7026082,rho,NA,-0.036824431
ASV58,COP4,4.139935592,rho,NA,-0.036802463
ASV82,ASV16,13.64193563,rho,NA,-0.036781819
ASV68,POL9,13.34103228,rho,NA,-0.036702923
ASV28,POL6,2.866860653,rho,NA,-0.036602379
ASV124,ASV62,11.47612793,rho,NA,-0.036527063
ASV90,ASV16,13.41300892,rho,NA,-0.036497232
ASV41,GAS6,10.00190236,rho,NA,-0.036282496
ASV88,ASV84,2.854665677,rho,NA,-0.036243447
ASV124,ASV6,13.5507008,rho,NA,-0.036149002
ASV222,ASV65,13.64180356,rho,NA,-0.035987099
ASV86,GAS9,12.80850028,rho,NA,-0.035945554
ASV222,ASV157,21.89984252,rho,NA,-0.035877042
ASV21,POL15,4.326639866,rho,NA,-0.035812058
ASV93,ASV16,11.50128953,rho,NA,-0.035807576
ASV42,BIV1,2.178139034,rho,NA,-0.035725645
ASV137,ASV47,24.20574154,rho,NA,-0.035680368
ASV60,ASV1,1.616496198,rho,NA,-0.035676816
ASV140,ASV99,8.481887306,rho,NA,-0.035673116
ASV139,ASV65,10.07383695,rho,NA,-0.035614341
ASV8,POL16,1.842517779,rho,NA,-0.035520907
ASV137,POL9,11.2304631,rho,NA,-0.035414665
ASV30,ASV8,1.651725192,rho,NA,-0.035386141
ASV124,ASV86,21.8429252,rho,NA,-0.035285702
GAS8,FOR1,2.063933818,rho,NA,-0.03527585
ASV124,GAS6,20.05072052,rho,NA,-0.035213592
ASV87,ASV58,2.815000969,rho,NA,-0.035209743
ASV85,POL9,2.724110369,rho,NA,-0.035143246
ASV95,FOR1,7.256360808,rho,NA,-0.035081068
ASV45,ASV4,2.406123445,rho,NA,-0.03497588
ASV140,ASV71,12.35376293,rho,NA,-0.034728992
ASV15,AMP1,11.6188503,rho,NA,-0.034637523
ASV59,ASV17,3.365686514,rho,NA,-0.034590706
ASV48,COP3,8.928109757,rho,NA,-0.034368269
ASV89,ASV75,14.90479196,rho,NA,-0.034291626
ASV222,ASV49,12.66553487,rho,NA,-0.034263079
ASV51,POL9,5.022400109,rho,NA,-0.034198283
ASV47,ASV21,14.81604072,rho,NA,-0.034083389
ASV124,GAS9,12.77090206,rho,NA,-0.034064381
ASV61,POL2,2.2460135,rho,NA,-0.033896199
ASV86,ASV62,11.46097081,rho,NA,-0.033863193
ASV127,ASV18,11.11187909,rho,NA,-0.033695357
ASV29,GAS9,2.930702544,rho,NA,-0.033689143
ASV37,NEC4,2.257253525,rho,NA,-0.033638193
ASV47,POL1,15.07611948,rho,NA,-0.033531362
ASV140,ASV45,6.462539938,rho,NA,-0.033464364
ASV97,NEM1,1.406094137,rho,NA,-0.033436298
ASV99,ASV89,16.15357142,rho,NA,-0.033268576
ASV31,BIV1,2.523159028,rho,NA,-0.033258221
ASV4,COP1,3.732627433,rho,NA,-0.033135715
ASV219,ASV82,26.21599672,rho,NA,-0.032917184
ASV80,ASV43,19.08757139,rho,NA,-0.032768708
ASV63,ASV17,2.797779275,rho,NA,-0.032724499
ASV124,POL6,12.05922493,rho,NA,-0.032674198
ASV106,ASV9,10.09242219,rho,NA,-0.032653839
ASV110,ASV95,20.3213503,rho,NA,-0.032321382
ASV67,ASV28,12.40333202,rho,NA,-0.032207672
ASV106,NEM1,10.22315329,rho,NA,-0.032201943
ASV49,POL15,3.818863588,rho,NA,-0.032068997
ASV209,ASV42,10.72173366,rho,NA,-0.032025707
ASV60,COP1,2.374916828,rho,NA,-0.031986476
ASV53,NEC6,9.063589467,rho,NA,-0.031902897
ASV41,GAS1,3.326932095,rho,NA,-0.031859117
ASV89,ASV32,26.46484819,rho,NA,-0.031837851
ASV82,ASV43,19.17271511,rho,NA,-0.031819382
ASV137,ASV61,11.13818962,rho,NA,-0.031726668
ASV63,COP1,2.089969043,rho,NA,-0.031516134
ASV184,ASV3,10.62586309,rho,NA,-0.031441827
ASV106,ASV46,10.20030269,rho,NA,-0.031378149
ASV53,GAS9,10.11282637,rho,NA,-0.031312469
ASV15,COP1,12.08133197,rho,NA,-0.031296765
ASV115,ASV11,12.90627302,rho,NA,-0.031288388
ASV43,COP1,7.508195005,rho,NA,-0.031244718
ASV89,ASV85,15.55242971,rho,NA,-0.031179748
ASV23,NEC1,5.394510274,rho,NA,-0.031174635
ASV42,POL15,4.115070486,rho,NA,-0.031151175
ASV45,ASV11,2.280924652,rho,NA,-0.030998495
ASV79,FOR1,10.8703944,rho,NA,-0.030871425
ASV113,ASV47,14.65857194,rho,NA,-0.030852167
ASV124,ISO1,12.83501492,rho,NA,-0.030651629
ASV80,ASV1,14.15465515,rho,NA,-0.03060973
ASV8,ISO1,2.480081468,rho,NA,-0.03059191
ASV95,ASV49,6.749367844,rho,NA,-0.030585435
ASV89,ASV24,14.89283356,rho,NA,-0.03055504
ASV70,COP2,4.06149431,rho,NA,-0.030550725
ASV105,ASV89,15.70822517,rho,NA,-0.030540089
ASV59,COP1,2.64838214,rho,NA,-0.030440053
ASV95,ASV46,7.094465398,rho,NA,-0.030378421
ASV80,COP2,16.75423765,rho,NA,-0.030083959
ASV139,ASV17,11.01769266,rho,NA,-0.029918964
ASV105,ASV4,3.986286716,rho,NA,-0.029912427
ASV72,POL16,9.154312485,rho,NA,-0.029895925
ASV201,ASV6,12.36367965,rho,NA,-0.029729518
ASV89,ASV71,19.95869311,rho,NA,-0.029708195
ASV106,ASV21,10.32845828,rho,NA,-0.029696607
ASV88,NEC1,3.223410552,rho,NA,-0.029678975
ASV83,ASV34,11.02222646,rho,NA,-0.029592447
ASV68,ASV37,13.01811723,rho,NA,-0.029590977
ASV63,GAS6,9.486142773,rho,NA,-0.029341123
ASV167,ASV8,11.83529243,rho,NA,-0.029264958
ASV62,ASV22,15.53338875,rho,NA,-0.02926393
ASV25,NEC1,10.89879469,rho,NA,-0.0291986
ASV59,GAS9,2.820588061,rho,NA,-0.02892506
ASV124,GAS7,14.69345542,rho,NA,-0.028886383
ASV140,ASV98,16.00968803,rho,NA,-0.028730997
ASV41,ASV22,15.82849274,rho,NA,-0.028648919
ASV17,POL3,4.594713552,rho,NA,-0.028643562
ASV113,ASV8,1.328934302,rho,NA,-0.028569544
ASV201,ASV17,12.1275021,rho,NA,-0.028552754
ASV97,GAS3,0.9673023,rho,NA,-0.028552502
ASV209,ASV46,10.73170583,rho,NA,-0.028462799
POL6,NEM1,1.967701399,rho,NA,-0.028368092
ASV56,ASV47,14.35313177,rho,NA,-0.028316665
ASV219,POL9,13.71590227,rho,NA,-0.028114037
ASV68,ASV18,15.52913947,rho,NA,-0.028056376
ASV139,ASV68,20.91849734,rho,NA,-0.027998343
ASV71,ASV40,6.928010484,rho,NA,-0.027990837
ASV87,ASV33,15.01672176,rho,NA,-0.027843708
ASV95,ASV56,6.840543385,rho,NA,-0.027710734
ASV64,NEC4,6.718533239,rho,NA,-0.027360427
ASV88,ASV31,1.985263982,rho,NA,-0.027244308
ASV219,ASV27,21.53781139,rho,NA,-0.027035398
ASV59,ASV8,1.467355889,rho,NA,-0.026954178
ASV219,ASV28,14.45116952,rho,NA,-0.026851072
ASV127,POL16,9.137991513,rho,NA,-0.026845421
ASV140,ASV15,16.41106243,rho,NA,-0.026810604
ASV157,FOR1,10.48500638,rho,NA,-0.026744422
ASV83,ASV61,11.23129498,rho,NA,-0.026741222
ASV95,ASV3,6.904557916,rho,NA,-0.026740117
ASV127,ASV62,8.361158195,rho,NA,-0.026582897
ASV263,ASV56,9.173713741,rho,NA,-0.026388151
ASV36,POL6,5.091715619,rho,NA,-0.026275965
ASV68,ASV57,12.47615451,rho,NA,-0.026227687
ASV43,ASV28,7.464796962,rho,NA,-0.026200323
ASV113,ASV83,11.17228346,rho,NA,-0.026090735
ASV32,GAS3,12.98253572,rho,NA,-0.02565453
ASV45,ASV17,2.736659361,rho,NA,-0.025569813
ASV33,ASV11,15.32524514,rho,NA,-0.025473651
ASV47,ASV2,14.42330161,rho,NA,-0.025411995
ASV90,ASV35,14.77335713,rho,NA,-0.025395022
ASV66,ASV56,7.981906504,rho,NA,-0.025286912
ASV49,ASV14,16.24301905,rho,NA,-0.025232784
ASV56,GAS8,1.680425551,rho,NA,-0.02510095
ASV86,ASV49,11.25774628,rho,NA,-0.024948144
ASV115,ASV6,13.51535141,rho,NA,-0.024924873
ASV27,ASV20,10.59395205,rho,NA,-0.024906112
ASV83,ASV59,11.29959982,rho,NA,-0.024904872
ASV84,NEM1,2.72245207,rho,NA,-0.024514547
ASV137,ASV11,12.0980824,rho,NA,-0.024200433
ASV70,ASV28,2.195974517,rho,NA,-0.024044129
ASV79,ASV70,10.41385307,rho,NA,-0.023968965
ASV171,ASV31,10.73119176,rho,NA,-0.023660098
ASV222,ASV5,12.815359,rho,NA,-0.023596448
ASV48,POL1,8.351067462,rho,NA,-0.023510465
ASV105,COP4,4.80705046,rho,NA,-0.023398091
ASV12,GAS3,1.434808886,rho,NA,-0.023044037
ASV76,ASV41,11.553349,rho,NA,-0.022972309
ASV115,ASV17,13.26868898,rho,NA,-0.022966844
ASV62,GAS7,4.366033895,rho,NA,-0.022955806
ASV222,ASV61,12.95598054,rho,NA,-0.02293228
ASV52,GAS3,11.27050788,rho,NA,-0.022865059
ASV89,COP1,15.32282513,rho,NA,-0.022536571
ASV30,ASV17,3.496577943,rho,NA,-0.022513952
ASV201,ASV55,10.16525244,rho,NA,-0.022496888
ASV7,COP1,6.572157534,rho,NA,-0.022466346
ASV47,ASV13,14.52761104,rho,NA,-0.022447096
ASV55,ASV32,13.05478247,rho,NA,-0.022266082
ASV101,ASV55,11.21199655,rho,NA,-0.022128
ASV3,POL6,1.776962144,rho,NA,-0.022057023
ASV52,ASV47,24.60943385,rho,NA,-0.021818314
ASV222,ASV31,13.15477904,rho,NA,-0.021695538
ASV63,NEC4,1.941291241,rho,NA,-0.021686883
ASV16,ASV14,15.97466932,rho,NA,-0.021650687
ASV32,NEC6,13.36846647,rho,NA,-0.021631589
ASV82,ASV74,18.61922168,rho,NA,-0.021439064
ASV40,ASV8,1.225604963,rho,NA,-0.021069766
ASV108,ASV53,9.530751556,rho,NA,-0.020999337
ASV93,ASV64,16.24611925,rho,NA,-0.020990196
ASV115,ASV55,11.35327425,rho,NA,-0.020835867
ASV110,ASV55,14.32642717,rho,NA,-0.020827738
ASV219,ASV8,13.20771899,rho,NA,-0.020808892
ASV70,POL3,2.716464247,rho,NA,-0.020783471
ASV222,ASV34,12.689181,rho,NA,-0.020672318
ASV85,GAS7,5.585077742,rho,NA,-0.020579624
ASV66,ASV42,8.132484809,rho,NA,-0.020571111
ASV36,ASV5,4.619933704,rho,NA,-0.020410909
ASV88,ASV15,11.17695877,rho,NA,-0.020400646
ASV12,ASV11,2.967521511,rho,NA,-0.020369974
ASV65,POL6,2.534687539,rho,NA,-0.020029898
ASV140,ASV115,16.8867789,rho,NA,-0.020001536
ASV112,ASV6,15.02930446,rho,NA,-0.019979726
ASV171,ASV95,15.85821958,rho,NA,-0.019978265
GAS1,FOR1,3.353328228,rho,NA,-0.01992636
ASV127,GAS3,8.131630545,rho,NA,-0.019879626
ASV171,ASV86,20.37662189,rho,NA,-0.019735281
ASV167,NEC4,12.76048847,rho,NA,-0.019692472
ASV14,NEC6,16.51973383,rho,NA,-0.019662052
ASV110,ASV35,15.54959512,rho,NA,-0.0195906
ASV263,ASV222,20.61523532,rho,NA,-0.019463673
ASV34,NEC1,2.92428447,rho,NA,-0.019364442
ASV222,ASV44,12.4362503,rho,NA,-0.019254055
ASV137,ASV42,10.87148089,rho,NA,-0.019202874
ASV58,ASV34,1.838445953,rho,NA,-0.019101304
ASV201,ASV86,20.4092771,rho,NA,-0.019076336
ASV90,ASV53,21.10900274,rho,NA,-0.018866017
ASV222,ASV16,12.26384939,rho,NA,-0.018690511
FOR1,AMP1,2.078803655,rho,NA,-0.018590353
ASV93,ASV11,12.98352057,rho,NA,-0.018560619
ASV209,ASV51,13.8814918,rho,NA,-0.018494968
ASV137,AMP1,11.30284593,rho,NA,-0.018231376
ASV139,ASV70,9.052715744,rho,NA,-0.018072198
ASV58,ASV1,2.12414115,rho,NA,-0.018060031
ASV92,ASV8,12.67328539,rho,NA,-0.018008815
ASV52,COP1,12.51877239,rho,NA,-0.017999088
ASV88,ISO1,2.836721459,rho,NA,-0.017998356
ASV73,ASV56,2.459783603,rho,NA,-0.017980981
ASV99,POL9,3.240046375,rho,NA,-0.01794675
ASV222,ASV45,12.38328521,rho,NA,-0.017772528
ASV64,ASV43,10.86174278,rho,NA,-0.017700329
ASV124,ASV87,12.284964,rho,NA,-0.017695675
ASV70,ASV16,0.747594738,rho,NA,-0.017680834
ASV61,COP4,3.714352969,rho,NA,-0.017649919
